发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度
20141104212108,关,关,关,49°C,50%,38,0分钟,50°C
20141104212112,关,关,关,49°C,50%,37,0分钟,50°C
20141104212116,关,关,关,49°C,50%,33,0分钟,50°C
20141104212118,关,关,关,49°C,50%,32,0分钟,50°C
20141104212120,关,关,关,49°C,50%,33,0分钟,50°C
20141104212122,关,关,关,49°C,50%,35,0分钟,50°C
20141104212124,关,关,关,49°C,50%,33,0分钟,50°C
20141104212126,关,关,关,49°C,50%,32,0分钟,50°C
20141104212144,关,关,关,49°C,50%,33,0分钟,50°C
20141104212146,关,关,关,49°C,50%,32,0分钟,50°C
20141104212148,关,关,关,49°C,50%,28,0分钟,50°C
20141104212150,关,关,关,49°C,50%,30,0分钟,50°C
20141104212200,关,关,关,49°C,50%,28,0分钟,50°C
20141104212202,关,关,关,49°C,50%,30,0分钟,50°C
20141104212204,关,关,关,49°C,50%,28,0分钟,50°C
20141104212206,关,关,关,49°C,50%,30,0分钟,50°C
20141104212210,关,关,关,49°C,50%,28,0分钟,50°C
20141104212212,关,关,关,49°C,50%,30,0分钟,50°C
20141104212217,关,关,关,49°C,50%,28,0分钟,50°C
20141104212219,关,关,关,49°C,50%,30,0分钟,50°C
20141104212221,关,关,关,48°C,50%,30,0分钟,50°C
20141104212229,关,关,关,48°C,50%,28,0分钟,50°C
20141104212231,关,关,关,48°C,50%,30,0分钟,50°C
20141104212239,关,关,关,48°C,50%,28,0分钟,50°C
20141104212241,关,关,关,48°C,50%,30,0分钟,50°C
20141104212243,关,关,关,48°C,50%,28,0分钟,50°C
20141104212247,关,关,关,48°C,50%,30,0分钟,50°C
20141104212303,关,关,关,48°C,50%,28,0分钟,50°C
20141104212305,关,关,关,48°C,50%,30,0分钟,50°C
20141104212307,关,关,关,48°C,50%,28,0分钟,50°C
20141104212309,关,关,关,47°C,50%,28,0分钟,50°C
20141104212321,关,关,关,47°C,50%,30,0分钟,50°C
20141104212323,关,关,关,47°C,50%,30,0分钟,50°C
20141104212325,关,关,关,47°C,50%,28,0分钟,50°C
20141104212327,关,关,关,47°C,50%,30,0分钟,50°C
20141104212355,关,关,关,47°C,50%,28,0分钟,50°C
20141104212401,关,关,关,46°C,50%,28,0分钟,50°C
20141104212403,关,关,关,46°C,50%,27,0分钟,50°C
20141104212418,关,关,关,46°C,50%,28,0分钟,50°C
20141104212420,关,关,关,46°C,50%,30,0分钟,50°C
20141104212422,关,关,关,46°C,50%,23,0分钟,50°C
20141104212430,关,关,关,46°C,50%,25,0分钟,50°C
20141104212432,关,关,关,46°C,50%,32,0分钟,50°C
20141104212434,关,关,关,45°C,50%,30,0分钟,50°C
20141104212450,关,关,关,45°C,50%,28,0分钟,50°C
20141104212454,关,关,关,44°C,50%,28,0分钟,50°C
20141104212456,关,关,关,44°C,50%,30,0分钟,50°C
20141104212502,关,关,关,44°C,50%,28,0分钟,50°C
20141104212504,关,关,关,44°C,50%,30,0分钟,50°C
20141104212506,关,关,关,44°C,50%,28,0分钟,50°C
20141104212508,关,关,关,44°C,50%,30,0分钟,50°C
20141104212516,关,关,关,44°C,50%,28,0分钟,50°C
20141104212520,关,关,关,44°C,25%,30,0分钟,50°C
20141104212526,关,关,关,43°C,25%,30,0分钟,50°C
20141104212532,关,关,关,43°C,25%,28,0分钟,50°C
20141104212603,关,关,关,42°C,25%,0,0分钟,50°C
20141104212645,关,关,关,41°C,25%,0,0分钟,50°C
20141104212810,关,关,关,40°C,25%,0,0分钟,50°C
20141104213506,关,关,关,39°C,25%,0,0分钟,50°C
20141104213524,开,开,关,39°C,25%,0,15分钟,50°C
20141104213526,开,开,关,39°C,25%,45,15分钟,50°C
20141104213528,开,开,关,39°C,25%,50,15分钟,50°C
20141104213532,开,开,关,39°C,25%,48,15分钟,50°C
20141104213540,开,开,关,39°C,25%,50,15分钟,50°C
20141104213542,开,开,关,39°C,25%,48,15分钟,50°C
20141104213544,开,开,关,39°C,25%,48,14分钟,50°C
20141104213546,开,开,关,39°C,25%,43,14分钟,50°C
20141104213548,开,开,关,39°C,25%,42,14分钟,50°C
20141104213550,开,开,关,39°C,25%,43,14分钟,50°C
20141104213552,开,开,关,39°C,25%,41,14分钟,50°C
20141104213554,开,开,关,39°C,25%,35,17分钟,50°C
20141104213600,开,开,关,38°C,25%,35,16分钟,50°C
20141104213604,开,开,关,38°C,25%,36,16分钟,50°C
20141104213606,开,开,关,38°C,25%,35,16分钟,50°C
20141104213616,开,开,关,38°C,25%,36,16分钟,50°C
20141104213618,开,开,关,38°C,25%,36,18分钟,50°C
20141104213622,开,开,关,37°C,25%,36,18分钟,50°C
20141104213624,开,开,关,37°C,25%,35,18分钟,50°C
20141104213626,开,开,关,37°C,25%,36,18分钟,50°C
20141104213630,开,开,关,37°C,25%,35,18分钟,50°C
20141104213634,开,开,关,37°C,25%,36,18分钟,50°C
20141104213639,开,开,关,37°C,25%,35,18分钟,50°C
20141104213643,开,开,关,37°C,25%,36,18分钟,50°C
20141104213645,开,开,关,37°C,25%,37,17分钟,50°C
20141104213647,开,开,关,37°C,25%,36,17分钟,50°C
20141104213649,开,开,关,37°C,25%,35,19分钟,50°C
20141104213653,开,开,关,36°C,25%,36,19分钟,50°C
20141104213658,开,开,关,36°C,25%,32,19分钟,50°C
20141104213703,开,开,关,36°C,25%,27,19分钟,50°C
20141104213705,开,开,关,36°C,25%,26,19分钟,50°C
20141104213707,开,开,关,36°C,25%,27,21分钟,50°C
20141104213709,开,开,关,35°C,25%,27,21分钟,50°C
20141104213711,开,开,关,35°C,25%,26,21分钟,50°C
20141104213721,开,开,关,35°C,25%,27,21分钟,50°C
20141104213723,开,开,关,35°C,25%,27,20分钟,50°C
20141104213725,开,开,关,35°C,25%,28,20分钟,50°C
20141104213727,开,开,关,35°C,25%,26,20分钟,50°C
20141104213741,开,开,关,35°C,25%,27,20分钟,50°C
20141104213743,开,开,关,35°C,25%,27,22分钟,50°C
20141104213755,开,开,关,34°C,25%,27,22分钟,50°C
20141104213757,开,开,关,34°C,25%,30,22分钟,50°C
20141104213759,开,开,关,34°C,25%,31,22分钟,50°C
20141104213817,开,开,关,34°C,25%,0,22分钟,50°C
20141104213819,开,开,关,34°C,25%,0,24分钟,50°C
20141104213823,开,开,关,33°C,25%,0,24分钟,50°C
20141104213924,开,开,关,33°C,25%,0,23分钟,50°C
20141104213934,开,开,关,33°C,25%,0,22分钟,50°C
20141104213936,开,开,关,33°C,25%,26,22分钟,50°C
20141104213938,开,开,关,33°C,25%,28,22分钟,50°C
20141104213940,开,开,关,33°C,25%,46,22分钟,50°C
20141104213944,开,开,关,33°C,25%,47,22分钟,50°C
20141104213946,开,开,关,33°C,25%,48,22分钟,50°C
20141104213948,开,开,关,33°C,25%,47,22分钟,50°C
20141104213950,开,开,关,33°C,25%,48,22分钟,50°C
20141104213956,开,开,关,33°C,25%,47,22分钟,50°C
20141104213958,开,开,关,34°C,25%,47,22分钟,50°C
20141104214000,开,开,关,34°C,25%,48,22分钟,50°C
20141104214002,开,开,关,34°C,25%,56,24分钟,50°C
20141104214006,开,开,关,33°C,25%,56,24分钟,50°C
20141104214008,开,开,关,33°C,25%,52,22分钟,50°C
20141104214015,开,开,关,34°C,25%,53,22分钟,50°C
20141104214017,开,开,关,34°C,25%,55,22分钟,50°C
20141104214023,开,开,关,34°C,25%,53,22分钟,50°C
20141104214025,开,开,关,34°C,25%,52,22分钟,50°C
20141104214039,开,开,关,34°C,25%,53,22分钟,50°C
20141104214041,开,开,关,34°C,25%,55,22分钟,50°C
20141104214049,开,开,关,34°C,25%,53,22分钟,50°C
20141104214051,开,开,关,34°C,25%,55,21分钟,50°C
20141104214055,开,开,关,34°C,25%,53,21分钟,50°C
20141104214057,开,开,关,34°C,25%,55,24分钟,50°C
20141104214101,开,开,关,33°C,25%,53,24分钟,50°C
20141104214105,开,开,关,33°C,0%,55,23分钟,50°C
20141104214107,开,开,关,33°C,0%,53,23分钟,50°C
20141104214109,开,开,关,33°C,0%,53,22分钟,50°C
20141104214111,开,开,关,34°C,0%,53,22分钟,50°C
20141104214113,开,开,关,34°C,0%,55,22分钟,50°C
20141104214115,开,开,关,34°C,0%,55,24分钟,50°C
20141104214119,开,开,关,33°C,0%,53,24分钟,50°C
20141104214123,开,开,关,33°C,0%,53,23分钟,50°C
20141104214129,开,开,关,33°C,0%,55,23分钟,50°C
20141104214131,开,开,关,33°C,0%,52,23分钟,50°C
20141104214133,开,开,关,33°C,0%,46,23分钟,50°C
20141104214141,开,开,关,33°C,0%,36,23分钟,50°C
20141104214147,开,开,关,33°C,0%,28,23分钟,50°C
20141104214149,开,开,关,33°C,0%,30,23分钟,50°C
20141104214151,开,开,关,33°C,0%,28,23分钟,50°C
20141104214201,开,开,关,33°C,0%,30,23分钟,50°C
20141104214206,开,开,关,33°C,0%,26,23分钟,50°C
20141104214208,开,开,关,33°C,0%,27,23分钟,50°C
20141104214220,开,开,关,33°C,0%,30,23分钟,50°C
20141104214224,开,开,关,33°C,0%,30,22分钟,50°C
20141104214232,开,开,关,33°C,0%,28,22分钟,50°C
20141104214236,开,开,关,32°C,0%,28,25分钟,50°C
20141104214240,开,开,关,32°C,0%,30,25分钟,50°C
20141104214242,开,开,关,32°C,0%,25,25分钟,50°C
20141104214246,开,开,关,32°C,0%,26,25分钟,50°C
20141104214258,开,开,关,32°C,0%,30,25分钟,50°C
20141104214306,开,开,关,32°C,0%,30,24分钟,50°C
20141104214308,开,开,关,32°C,0%,28,24分钟,50°C
20141104214314,开,开,关,32°C,0%,30,24分钟,50°C
20141104214316,开,开,关,32°C,0%,28,24分钟,50°C
20141104214318,开,开,关,32°C,0%,30,24分钟,50°C
20141104214322,开,开,关,32°C,0%,28,24分钟,50°C
20141104214328,开,开,关,32°C,0%,30,24分钟,50°C
20141104214330,开,开,关,32°C,0%,28,24分钟,50°C
20141104214332,开,开,关,32°C,0%,30,24分钟,50°C
20141104214334,开,开,关,32°C,0%,30,26分钟,50°C
20141104214340,开,开,关,31°C,0%,30,26分钟,50°C
20141104214344,开,开,关,31°C,0%,28,26分钟,50°C
20141104214347,开,开,关,31°C,0%,30,26分钟,50°C
20141104214349,开,开,关,31°C,0%,28,26分钟,50°C
20141104214353,开,开,关,31°C,0%,30,26分钟,50°C
20141104214402,开,开,关,31°C,0%,28,26分钟,50°C
20141104214403,开,开,关,31°C,0%,30,26分钟,50°C
20141104214405,开,开,关,31°C,0%,28,26分钟,50°C
20141104214411,开,开,关,31°C,0%,30,26分钟,50°C
20141104214415,开,开,关,31°C,0%,28,26分钟,50°C
20141104214417,开,开,关,31°C,0%,30,26分钟,50°C
20141104214421,开,开,关,31°C,0%,28,26分钟,50°C
20141104214423,开,开,关,31°C,0%,28,28分钟,50°C
20141104214427,开,开,关,30°C,0%,30,28分钟,50°C
20141104214429,开,开,关,30°C,0%,28,26分钟,50°C
20141104214431,开,开,关,31°C,0%,30,26分钟,50°C
20141104214433,开,开,关,31°C,0%,28,26分钟,50°C
20141104214435,开,开,关,31°C,0%,30,28分钟,50°C
20141104214449,开,开,关,30°C,0%,30,28分钟,50°C
20141104214451,开,开,关,30°C,0%,31,28分钟,50°C
20141104214455,开,开,关,30°C,0%,0,28分钟,50°C
20141104214556,开,开,关,30°C,0%,0,27分钟,50°C
20141104214606,开,开,关,30°C,0%,0,26分钟,50°C
20141104214700,开,开,关,31°C,0%,0,26分钟,50°C
20141104214718,开,开,关,31°C,0%,0,25分钟,50°C
20141104214749,开,开,关,32°C,0%,0,25分钟,50°C
20141104214759,开,开,关,32°C,0%,0,24分钟,50°C
20141104214801,开,开,关,32°C,0%,27,24分钟,50°C
20141104214807,开,开,关,32°C,0%,30,24分钟,50°C
20141104214809,开,开,关,33°C,0%,28,24分钟,50°C
20141104214811,开,开,关,33°C,0%,30,24分钟,50°C
20141104214813,开,开,关,33°C,0%,30,23分钟,50°C
20141104214815,开,开,关,33°C,0%,28,23分钟,50°C
20141104214823,开,开,关,33°C,0%,30,23分钟,50°C
20141104214825,开,开,关,33°C,0%,28,23分钟,50°C
20141104214827,开,开,关,33°C,0%,31,23分钟,50°C
20141104214849,开,开,关,33°C,0%,30,23分钟,50°C
20141104214853,关,关,关,33°C,0%,30,0分钟,50°C
20141104214855,关,关,关,33°C,0%,31,0分钟,50°C
20141104214904,关,关,关,34°C,0%,30,0分钟,50°C
20141104214905,关,关,关,34°C,0%,31,0分钟,50°C
20141104214908,关,关,关,34°C,0%,30,0分钟,50°C
20141104214912,关,关,关,33°C,0%,30,0分钟,50°C
20141104214914,关,关,关,33°C,0%,31,0分钟,50°C
20141104214916,关,关,关,34°C,0%,31,0分钟,50°C
20141104214922,关,关,关,34°C,0%,30,0分钟,50°C
20141104214928,关,关,关,34°C,0%,31,0分钟,50°C
20141104214930,关,关,关,34°C,0%,30,0分钟,50°C
20141104214932,关,关,关,34°C,0%,31,0分钟,50°C
20141104214940,关,关,关,34°C,0%,30,0分钟,50°C
20141104214942,关,关,关,34°C,0%,31,0分钟,50°C
20141104214944,关,关,关,34°C,0%,30,0分钟,50°C
20141104214946,关,关,关,34°C,0%,31,0分钟,50°C
20141104215004,关,关,关,34°C,0%,30,0分钟,50°C
20141104215006,关,关,关,34°C,0%,31,0分钟,50°C
20141104215022,关,关,关,34°C,0%,30,0分钟,50°C
20141104215024,关,关,关,34°C,0%,31,0分钟,50°C
20141104215034,关,关,关,34°C,0%,30,0分钟,50°C
20141104215036,关,关,关,34°C,0%,31,0分钟,50°C
20141104215038,关,关,关,34°C,0%,30,0分钟,50°C
20141104215040,关,关,关,34°C,0%,31,0分钟,50°C
20141104215051,关,关,关,34°C,0%,30,0分钟,50°C
20141104215053,关,关,关,34°C,0%,31,0分钟,50°C
20141104215105,关,关,关,34°C,0%,30,0分钟,50°C
20141104215107,关,关,关,34°C,0%,31,0分钟,50°C
20141104215109,关,关,关,34°C,0%,30,0分钟,50°C
20141104215113,关,关,关,34°C,0%,31,0分钟,50°C
20141104215115,关,关,关,34°C,0%,8,0分钟,50°C
20141104215145,关,关,关,34°C,0%,0,0分钟,50°C
20141104215151,关,关,关,33°C,0%,0,0分钟,50°C
20141104215157,关,关,关,34°C,0%,0,0分钟,50°C
20141104215732,关,关,关,33°C,0%,0,0分钟,50°C
20141104215734,关,关,关,33°C,0%,8,0分钟,50°C
20141104221249,关,关,关,33°C,0%,0,0分钟,50°C
20141104221420,关,关,关,33°C,0%,0,0分钟,50°C
20141104221426,关,关,关,32°C,0%,0,0分钟,50°C
20141104221438,关,关,关,33°C,0%,0,0分钟,50°C
20141104221456,关,关,关,32°C,0%,0,0分钟,50°C
20141104221502,关,关,关,33°C,0%,0,0分钟,50°C
20141104221508,关,关,关,32°C,0%,0,0分钟,50°C
20141104221520,关,关,关,33°C,0%,0,0分钟,50°C
20141104221533,关,关,关,32°C,0%,0,0分钟,50°C
20141104221539,关,关,关,33°C,0%,0,0分钟,50°C
20141104221557,关,关,关,32°C,0%,0,0分钟,50°C
20141104221603,关,关,关,33°C,0%,0,0分钟,50°C
20141104221609,关,关,关,32°C,0%,0,0分钟,50°C
20141104221615,关,关,关,33°C,0%,0,0分钟,50°C
20141104232647,关,关,关,32°C,0%,0,0分钟,50°C
20141104232747,关,关,关,32°C,0%,0,0分钟,50°C
20141104232753,关,关,关,31°C,0%,0,0分钟,50°C
20141104232924,关,关,关,32°C,0%,0,0分钟,50°C
20141104232930,关,关,关,31°C,0%,0,0分钟,50°C
20141104233000,关,关,关,32°C,0%,0,0分钟,50°C
20141104233006,关,关,关,31°C,0%,0,0分钟,50°C
20141104233019,关,关,关,32°C,0%,0,0分钟,50°C
20141104233037,关,关,关,31°C,0%,0,0分钟,50°C
20141104233043,关,关,关,32°C,0%,0,0分钟,50°C
20141104233101,关,关,关,31°C,0%,0,0分钟,50°C
20141104233107,关,关,关,32°C,0%,0,0分钟,50°C
20141104233119,关,关,关,31°C,0%,0,0分钟,50°C
20141104233125,关,关,关,32°C,0%,0,0分钟,50°C
20141104233137,关,关,关,31°C,0%,0,0分钟,50°C
20141104233238,关,关,关,32°C,0%,0,0分钟,50°C
20141104233250,关,关,关,32°C,0%,0,0分钟,50°C
20141104233320,关,关,关,31°C,0%,0,0分钟,50°C
20141104233332,关,关,关,32°C,0%,0,0分钟,50°C
20141104233409,关,关,关,31°C,0%,0,0分钟,50°C
20141104233415,关,关,关,32°C,0%,0,0分钟,50°C
20141104233421,关,关,关,31°C,0%,0,0分钟,50°C
20141104233427,关,关,关,32°C,0%,0,0分钟,50°C
20141104233433,关,关,关,31°C,0%,0,0分钟,50°C
20141104233439,关,关,关,32°C,0%,0,0分钟,50°C
20141104233451,关,关,关,31°C,0%,0,0分钟,50°C
20141104233457,关,关,关,32°C,0%,0,0分钟,50°C
20141104233546,关,关,关,31°C,0%,0,0分钟,50°C
20141104233552,关,关,关,32°C,0%,0,0分钟,50°C
20141104233558,关,关,关,31°C,0%,0,0分钟,50°C
20141104233604,关,关,关,32°C,0%,0,0分钟,50°C
20141104233853,关,关,关,31°C,0%,0,0分钟,50°C
20141104233859,关,关,关,31°C,0%,23,0分钟,50°C
20141104233901,关,关,关,31°C,0%,25,0分钟,50°C
20141104233903,关,关,关,31°C,0%,23,0分钟,50°C
20141104233909,关,关,关,31°C,0%,25,0分钟,50°C
20141104233910,关,关,关,31°C,0%,23,0分钟,50°C
20141105064849,关,关,关,31°C,0%,0,0分钟,50°C
20141105065931,关,关,关,31°C,0%,0,0分钟,50°C
20141105065937,关,关,关,30°C,0%,0,0分钟,50°C
20141105071446,关,关,关,31°C,0%,0,0分钟,50°C
20141105071452,关,关,关,30°C,0%,0,0分钟,50°C
20141105071617,关,关,关,31°C,0%,0,0分钟,50°C
20141105071623,关,关,关,30°C,0%,0,0分钟,50°C
20141105071848,关,关,关,31°C,0%,0,0分钟,50°C
20141105071854,关,关,关,30°C,0%,0,0分钟,50°C
20141105071930,关,关,关,31°C,0%,0,0分钟,50°C
20141105071940,关,关,关,30°C,0%,0,0分钟,50°C
20141105071943,关,关,关,31°C,0%,0,0分钟,50°C
20141105071949,关,关,关,30°C,0%,0,0分钟,50°C
20141105072013,关,关,关,31°C,0%,0,0分钟,50°C
20141105072019,关,关,关,30°C,0%,0,0分钟,50°C
20141105072025,关,关,关,31°C,0%,0,0分钟,50°C
20141105072031,关,关,关,30°C,0%,0,0分钟,50°C
20141105072101,关,关,关,31°C,0%,0,0分钟,50°C
20141105072107,关,关,关,30°C,0%,0,0分钟,50°C
20141105072144,关,关,关,31°C,0%,0,0分钟,50°C
20141105072150,关,关,关,30°C,0%,0,0分钟,50°C
20141105072220,关,关,关,31°C,0%,0,0分钟,50°C
20141105072226,关,关,关,30°C,0%,0,0分钟,50°C
20141105072244,关,关,关,31°C,0%,0,0分钟,50°C
20141105072256,关,关,关,30°C,0%,0,0分钟,50°C
20141105072321,关,关,关,31°C,0%,0,0分钟,50°C
20141105072327,关,关,关,30°C,0%,0,0分钟,50°C
20141105072345,关,关,关,31°C,0%,0,0分钟,50°C
20141105072403,关,关,关,30°C,0%,0,0分钟,50°C
20141105072409,关,关,关,31°C,0%,0,0分钟,50°C
20141105072415,关,关,关,30°C,0%,0,0分钟,50°C
20141105072452,关,关,关,31°C,0%,0,0分钟,50°C
20141105072458,关,关,关,30°C,0%,0,0分钟,50°C
20141105072510,关,关,关,31°C,0%,0,0分钟,50°C
20141105072516,关,关,关,30°C,0%,0,0分钟,50°C
20141105072528,关,关,关,31°C,0%,0,0分钟,50°C
20141105072534,关,关,关,30°C,0%,0,0分钟,50°C
20141105072546,关,关,关,31°C,0%,0,0分钟,50°C
20141105072552,关,关,关,30°C,0%,0,0分钟,50°C
20141105072604,关,关,关,31°C,0%,0,0分钟,50°C
20141105072610,关,关,关,30°C,0%,0,0分钟,50°C
20141105072647,关,关,关,31°C,0%,0,0分钟,50°C
20141105072659,关,关,关,30°C,0%,0,0分钟,50°C
20141105072705,关,关,关,31°C,0%,0,0分钟,50°C
20141105072711,关,关,关,30°C,0%,0,0分钟,50°C
20141105072717,关,关,关,31°C,0%,0,0分钟,50°C
20141105072735,关,关,关,30°C,0%,0,0分钟,50°C
20141105072747,关,关,关,31°C,0%,0,0分钟,50°C
20141105072753,关,关,关,30°C,0%,0,0分钟,50°C
20141105072805,关,关,关,31°C,0%,0,0分钟,50°C
20141105072823,关,关,关,30°C,0%,0,0分钟,50°C
20141105072830,关,关,关,31°C,0%,0,0分钟,50°C
20141105072836,关,关,关,30°C,0%,0,0分钟,50°C
20141105072848,关,关,关,31°C,0%,0,0分钟,50°C
20141105072904,关,关,关,30°C,0%,0,0分钟,50°C
20141105072906,关,关,关,31°C,0%,0,0分钟,50°C
20141105072930,关,关,关,30°C,0%,0,0分钟,50°C
20141105072936,关,关,关,31°C,0%,0,0分钟,50°C
20141105072954,关,关,关,30°C,0%,0,0分钟,50°C
20141105073000,关,关,关,31°C,0%,0,0分钟,50°C
20141105073013,关,关,关,30°C,0%,0,0分钟,50°C
20141105073101,关,关,关,31°C,0%,0,0分钟,50°C
20141105073131,关,关,关,30°C,0%,0,0分钟,50°C
20141105073143,关,关,关,31°C,0%,0,0分钟,50°C
20141105073238,关,关,关,30°C,0%,0,0分钟,50°C
20141105073244,关,关,关,31°C,0%,0,0分钟,50°C
20141105073256,关,关,关,30°C,0%,0,0分钟,50°C
20141105073302,关,关,关,31°C,0%,0,0分钟,50°C
20141105073350,关,关,关,30°C,0%,0,0分钟,50°C
20141105073357,关,关,关,31°C,0%,0,0分钟,50°C
20141105073409,关,关,关,30°C,0%,0,0分钟,50°C
20141105073415,关,关,关,31°C,0%,0,0分钟,50°C
20141105073546,关,关,关,30°C,0%,0,0分钟,50°C
20141105073552,关,关,关,31°C,0%,0,0分钟,50°C
20141105073610,关,关,关,30°C,0%,0,0分钟,50°C
20141105073616,关,关,关,31°C,0%,0,0分钟,50°C
20141105073628,关,关,关,30°C,0%,0,0分钟,50°C
20141105073646,关,关,关,31°C,0%,0,0分钟,50°C
20141105073704,关,关,关,30°C,0%,0,0分钟,50°C
20141105073735,关,关,关,31°C,0%,0,0分钟,50°C
20141105073811,关,关,关,30°C,0%,0,0分钟,50°C
20141105073817,关,关,关,31°C,0%,0,0分钟,50°C
20141105073847,关,关,关,30°C,0%,0,0分钟,50°C
20141105073853,关,关,关,31°C,0%,0,0分钟,50°C
20141105073905,关,关,关,30°C,0%,0,0分钟,50°C
20141105073911,关,关,关,31°C,0%,0,0分钟,50°C
20141105073942,关,关,关,30°C,0%,0,0分钟,50°C
20141105073948,关,关,关,31°C,0%,0,0分钟,50°C
20141105074006,关,关,关,30°C,0%,0,0分钟,50°C
20141105074018,关,关,关,31°C,0%,0,0分钟,50°C
20141105074621,关,关,关,30°C,0%,0,0分钟,50°C
20141105074627,关,关,关,31°C,0%,0,0分钟,50°C
20141105074822,关,关,关,30°C,0%,0,0分钟,50°C
20141105074829,关,关,关,31°C,0%,0,0分钟,50°C
20141105074905,关,关,关,30°C,0%,0,0分钟,50°C
